MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
110159,,"Lord Stanley of Preston",,,,"City of Westminster",51.51108,-0.13866,"128-130 Regent Street","City of Westminster",,"Greater London","England","It is at the intersection of Regent Street and Regent Place, on the left when traveling south on Regent Street. ",,https://www.hmdb.org/m.asp?m=110159,11/16/2017,1/27/2022
110175,,"John William Polidori","1795 - 1821",,1998,"City of Westminster",51.51181,-0.13576,"38 Great Pulteney Street","City of Westminster",,"Greater London","England","It is on Great Pulteney Street just south of Beek Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=110175,11/17/2017,1/27/2022
110176,,"Sir Syed Ahmed Khan","1817 - 1898",,1997,"English Heritage",51.52527,-0.11769,"21 Mecklenburgh Square","Camden",,"Greater London","England","It is on Mecklenburgh Square just north of Mecklenburgh Place. ",,https://www.hmdb.org/m.asp?m=110176,11/17/2017,1/27/2022
110182,,"R.H. Tawney","1880 - 1962",,,"Greater London Council",51.52528,-0.11760,"21 Mecklenburgh Square","Camden",,"Greater London","England","It is on Mecklenburgh Square just north of Mecklenburgh Place, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=110182,11/17/2017,1/27/2022
110185,,"Hilda Doolittle",,,,,51.52574,-0.11921,"44 Mecklenburgh Square","Camden",,"Greater London","England","It is on Mecklenburgh Square, 0.03 kilometers north of Guilford Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=110185,11/17/2017,4/30/2023
110188,,"Robert Aickman","1914 - 1981",,2015,"Inland Waterways Association",51.52011,-0.13032,"11 Gower Street","Camden",,"Greater London","England","It is at the intersection of Gower Street and Gower Mews, on the right when traveling south on Gower Street. ",,https://www.hmdb.org/m.asp?m=110188,11/17/2017,1/27/2022
110190,,"Canaletto",,,1925,"London County Council",51.51247,-0.13762,"41 Beak Street","City of Westminster",,"Greater London","England","It is at the intersection of Beak Street and Upper James Street, on the right when traveling west on Beak Street. ",,https://www.hmdb.org/m.asp?m=110190,11/17/2017,1/27/2022
110219,,"Percy Bysshe Shelley","1792 - 1822",,2000,"English Heritage",51.51474,-0.13699,"15 Poland Street","City of Westminster",,"Greater London","England","It is at the intersection of Poland Street and Noel Street on Poland Street. ",,https://www.hmdb.org/m.asp?m=110219,11/17/2017,1/27/2022
110225,,"Charles Bridgeman",,,1984,"Greater London Council",51.51340,-0.13681,"54 Broadwick Street","City of Westminster",,"Greater London","England","It is at the intersection of Broadwick Street and Lexington Street, on the right when traveling west on Broadwick Street. ",,https://www.hmdb.org/m.asp?m=110225,11/17/2017,1/27/2022
110228,,"Dr. John Snow","1813 - 1858",,,"Association of Anaesthetists of Great Britain and Ireland",51.51389,-0.13176,"54 Frith Street","City of Westminster",,"Greater London","England","It is at the intersection of Frith Street and Bateman Street, on the right when traveling south on Frith Street. ",,https://www.hmdb.org/m.asp?m=110228,11/17/2017,1/27/2022
110230,,"Sir Alexander Korda","1893 - 1956",,2002,"English Heritage",51.51188,-0.14699,"21-22 Grosvenor Street","City of Westminster",,"Greater London","England","It is on Grosvenor Street just east of Davies Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=110230,11/17/2017,1/27/2022
110232,,"Ann Oldfield","1683 - 1730",,1992,"English Heritage",51.51165,-0.14703,"60 Grosvenor Street","City of Westminster",,"Greater London","England","It is on Grosvenor Street just west of Broadbent Street, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=110232,11/17/2017,1/27/2022
110233,,"The Artists Rifles",,,,,51.51226,-0.14310,"8 St. George Street","City of Westminster",,"Greater London","England","It is on St. George Street just north of Conduit Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=110233,11/18/2017,1/27/2022
110250,,"Farm Street Church","Jesuit Church of the Immaculate Conception",,,"Jesuit Church of the Immaculate Conception",51.50965,-0.14937,"114 Mount Street","City of Westminster",,"Greater London","England","It is on Mount Street just east of South Audley Street. ",,https://www.hmdb.org/m.asp?m=110250,11/18/2017,1/27/2022
110256,,"Dame Millicent Garrett Fawcett","1847 - 1929",,1954,"London County Council",51.51991,-0.12964,"2 Gower Street","Camden",,"Greater London","England","It is at the intersection of Gower Street and Montague Place, on the left when traveling south on Gower Street. ",,https://www.hmdb.org/m.asp?m=110256,11/18/2017,1/27/2022
110258,,"Topham and Lady Diana Beauclerk",,,,,51.51766,-0.12857,"100 Great Russell Street","Camden",,"Greater London","England","It is at the intersection of Great Russell Street and Dyott Street, on the left when traveling east on Great Russell Street. ",,https://www.hmdb.org/m.asp?m=110258,11/18/2017,1/27/2022
110268,,"Charles Kitterbell",,,,,51.51732,-0.12954,"14 Great Russell Street","Camden",,"Greater London","England","It is at the intersection of Great Russell Street and Adeline Place, on the right when traveling east on Great Russell Street. ",,https://www.hmdb.org/m.asp?m=110268,11/18/2017,4/12/2024
110270,,"Thomas Henry Wyatt","1807 - 1880",,1980,"Greater London Council",51.51909,-0.12434,"77 Great Russell Street","Camden",,"Greater London","England","It is at the intersection of Great Russell Street and Montague Street, on the left when traveling east on Great Russell Street. ",,https://www.hmdb.org/m.asp?m=110270,11/18/2017,1/27/2022
110271,,"Vera Brittain and Winifred Holtby",,,1995,"English Heritage",51.52312,-0.11592,"58 Doughty Street","Camden",,"Greater London","England","It is on Doughty Street, 0.1 kilometers south of Guilford Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=110271,11/19/2017,1/27/2022
110285,,"Horizon Magazine",,,2015,"Marchmont Association, University of London",51.52351,-0.12083,"2 Lansdowne Terrace","Camden",,"Greater London","England","It is at the intersection of Lansdowne Terrace and Guilford Street, on the left when traveling north on Lansdowne Terrace. ",,https://www.hmdb.org/m.asp?m=110285,11/19/2017,1/27/2022
110288,,"Sir Hans Sloane","1660 - 1753",,1965,"London County Council",51.51991,-0.12256,"4 Bloomsbury Place","Camden",,"Greater London","England","It is at the intersection of Bloomsbury Place and Southampton Row on Bloomsbury Place. ",,https://www.hmdb.org/m.asp?m=110288,11/19/2017,1/27/2022
110376,,"Sir James Matthew Barrie",,,2015,"Marchmont Association",51.52360,-0.12242,"8 Grenville Street","Camden",,"Greater London","England","It is at the intersection of Grenville Street and Bernard Street on Grenville Street. ",,https://www.hmdb.org/m.asp?m=110376,11/21/2017,1/27/2022
110387,,"The White Conduit",,,,,51.52189,-0.11789,"13 Rugby Street","Camden",,"Greater London","England","It is on Rugby Street just east of Lamb's Conduit Street, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=110387,11/21/2017,1/27/2022
110918,,"Queen's College","Founded 1848",,,"Queen's College",51.51846,-0.14678,"43-49 Harley Street","City of Westminster",,"Greater London","England","It is on Harley Street just north of Queen Anne Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=110918,12/2/2017,1/27/2022
110932,,"Saint Pancras Parish Church",,,,,51.52711,-0.13032,,"Camden",,"Greater London","England","It is at the intersection of Upper Woburn Place and Euston Road, on the left when traveling south on Upper Woburn Place. ",,https://www.hmdb.org/m.asp?m=110932,12/2/2017,1/27/2022
110946,,"Charles Dickens",,,,,51.52579,-0.12892,,"Camden",,"Greater London","England","It is at the intersection of Tavistock Square and Endsleigh Place, on the right when traveling north on Tavistock Square. ",,https://www.hmdb.org/m.asp?m=110946,12/3/2017,1/27/2022
111022,,"Sir Julius Benedict","1804 - 1885",,1934,"London County Council",51.51663,-0.15188,"2 Manchester Square","City of Westminster",,"Greater London","England","It is on Manchester Square just south of Hind Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=111022,12/4/2017,1/27/2022
111027,,"James Smithson","1764 - 1829",,2008,"English Heritage",51.51717,-0.15033,"9 Betinck Street","City of Westminster",,"Greater London","England","It is on Betinck Street, 0.05 kilometers west of Welbeck Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=111027,12/4/2017,1/27/2022
111050,,"Monument to the Women of World War II",,,2005,,51.50355,-0.12615,"70 Whitehall","City of Westminster",,"Greater London","England","It is at the intersection of Whitehall and Downing Street on Whitehall. ",,https://www.hmdb.org/m.asp?m=111050,12/4/2017,1/27/2022
111057,,"William Ewart Gladstone","1809 - 1898",,1925,"London County Council",51.50656,-0.13125,"11 Carlton House Terrace","City of Westminster",,"Greater London","England","It is at the intersection of Carlton House Terrace and Waterloo Place, on the right when traveling east on Carlton House Terrace. ",,https://www.hmdb.org/m.asp?m=111057,12/5/2017,1/27/2022
111059,,"Air Chief Marshal Sir Keith Park (1892 - 1975)","Defender of London 1940",,2010,,51.50668,-0.13255,"107 Pall Mall","City of Westminster",,"Greater London","England","It is at the intersection of Waterloo Place and Pall Mall, on the left when traveling north on Waterloo Place. ",,https://www.hmdb.org/m.asp?m=111059,12/5/2017,1/27/2022
111063,,"Isaac D'Israeli",,,,,51.51838,-0.12305,"6 Bloomsbury Square","Camden",,"Greater London","England","It is at the intersection of Bloomsbury Square and Bloomsbury Way, on the right when traveling south on Bloomsbury Square. ",,https://www.hmdb.org/m.asp?m=111063,12/5/2017,1/27/2022
111064,,"Dr. Robert Willan","1757 - 1812",,1949,"London County Council",51.51857,-0.12329,"10 Bloomsbury Square","Camden",,"Greater London","England","It is on Bloomsbury Square just north of Bloomsbury Way, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=111064,12/5/2017,1/27/2022
111121,,"The Automobile Association",,,1965,,51.51377,-0.11082,"19 Fleet Street","City of London",,"Greater London","England","It is at the intersection of Fleet Street and Chancery Lane, on the right when traveling east on Fleet Street. ",,https://www.hmdb.org/m.asp?m=111121,12/6/2017,1/27/2022
111124,,"Mary Seacole","1805 - 1881",,2007,"English Heritage",51.51584,-0.13217,"14 Soho Square","City of Westminster",,"Greater London","England","It is at the intersection of Soho Square and Soho Street, on the left when traveling east on Soho Square. ",,https://www.hmdb.org/m.asp?m=111124,12/6/2017,1/27/2022
111128,,"The Portuguese Embassy",,,1980,"Greater London Council",51.51136,-0.13759,"23-24 Golden Square","City of Westminster",,"Greater London","England","It is at the intersection of Golden Square and Lower John Street, on the left when traveling north on Golden Square. ",,https://www.hmdb.org/m.asp?m=111128,12/6/2017,1/27/2022
111130,,"The Bloomsbury Group",,,2015,"The Marchmont Association, UCL School of Pharmacy",51.52507,-0.12197,"29-39 Brunswick Square","Camden",,"Greater London","England","It is at the intersection of Brunswick Square and Hunter Street, on the left when traveling east on Brunswick Square. ",,https://www.hmdb.org/m.asp?m=111130,12/6/2017,1/27/2022
111134,,"Charlotte Mew","1869 - 1928",,2016,"Marchmont Association",51.52472,-0.11721,"30 Doughty Street","Camden",,"Greater London","England","It is at the intersection of Doughty Street and Mecklenburgh Square, on the right when traveling north on Doughty Street. ",,https://www.hmdb.org/m.asp?m=111134,12/6/2017,1/27/2022
111137,,"Benjamin Disraeli",,,1904,"London County Council",51.52130,-0.11451,"22 Theobalds Road","Camden",,"Greater London","England","It is at the intersection of Theobalds Road and John Street, on the left when traveling east on Theobalds Road. ",,https://www.hmdb.org/m.asp?m=111137,12/7/2017,1/27/2022
111139,,"Bradbury & Evans",,,,"City of London Corporation",51.51406,-0.10684,"77 Fleet Street","City of London",,"Greater London","England","It is on Fleet Street just east of Whitefriars Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=111139,12/7/2017,1/27/2022
111140,,"The Edgar Wallace",,,,,51.51267,-0.11282,"40 Essex Street","City of Westminster",,"Greater London","England","It is at the intersection of Essex Street and Devereux Court, on the left when traveling south on Essex Street. ",,https://www.hmdb.org/m.asp?m=111140,12/7/2017,1/27/2022
111142,,"Giltspur Street Compter",,,,"City of London Corporation",51.51635,-0.10179,,"City of London",,"Greater London","England","It is at the intersection of Giltspur Street and Newgate Street on Giltspur Street. ",,https://www.hmdb.org/m.asp?m=111142,12/7/2017,1/27/2022
111145,,"Royal College of Physicians",,,,"City of London Corporation",51.51557,-0.10084,"4 Warwick Lane","City of London",,"Greater London","England","It is on Warwick Lane just south of Newgate Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=111145,12/7/2017,1/27/2022
111146,,"Poulters' Hall",,,,"City of London Corporation",51.51597,-0.09872,"2 King Edward Street","City of London",,"Greater London","England","It is on King Edward Street just north of Newgate Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=111146,12/7/2017,1/27/2022
111149,,"St Paul's School",,,,"City of London Corporation",51.51350,-0.09650,,"City of London",,"Greater London","England","It is on New Change just north of Cannon Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=111149,12/7/2017,1/27/2022
111178,,"Samuel Pepys",,,,"City of London Corporation",51.51391,-0.10614,"2 Salisbury Court","City of London",,"Greater London","England","It is on Salisbury Court just south of Fleet Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=111178,12/8/2017,1/27/2022
111181,,"The George",,,,,51.51320,-0.11307,"213 Strand","City of Westminster",,"Greater London","England","It is at the intersection of Strand and Essex Street, on the left when traveling west on Strand. ",,https://www.hmdb.org/m.asp?m=111181,12/8/2017,1/27/2022
111183,,"Bush House","BBC Heritage Trail",,,"The BBC",51.51312,-0.11715,"30 Aldwych","City of Westminster",,"Greater London","England","It is at the intersection of Aldwych and Kingsway, on the right when traveling east on Aldwych. ",,https://www.hmdb.org/m.asp?m=111183,12/8/2017,1/27/2022
